,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
2693,13.0,1.0,7.0,2,1,3.0,3.0,4,5.0,1,3.0,0.0,11.0,2.0,16.0,268.0,1
2694,0.0,1.0,7.0,2,0,2.0,4.0,2,3.0,1,2.0,1.0,13.0,0.0,0.0,129.0,1
2695,0.0,3.0,8.0,1,0,2.0,1.0,3,3.0,2,1.0,0.0,14.0,0.0,7.0,165.0,1
2696,21.0,1.0,28.0,1,0,2.0,3.0,4,1.0,1,4.0,0.0,11.0,1.0,7.0,272.0,0
2697,17.0,1.0,7.0,2,1,3.0,1.0,3,5.0,1,3.0,0.0,15.0,1.0,2.0,150.0,1
2698,0.0,1.0,22.0,0,1,2.0,5.0,2,5.0,1,2.0,1.0,23.0,0.0,0.0,123.0,0
2699,19.0,1.0,30.0,2,1,3.0,3.0,2,1.0,2,2.0,0.0,16.0,0.0,0.0,126.0,1
2701,14.0,3.0,14.0,3,0,2.0,3.0,3,4.0,1,6.0,0.0,21.0,0.0,4.0,144.0,1
2703,4.0,3.0,16.0,1,0,2.0,3.0,3,1.0,1,3.0,1.0,11.0,1.0,4.0,166.0,1
2704,7.0,3.0,9.0,1,0,3.0,4.0,3,1.0,1,4.0,1.0,12.0,0.0,1.0,181.0,1
2705,4.0,1.0,10.0,1,0,3.0,1.0,2,3.0,1,107.0,0.0,12.0,1.0,2.0,140.0,1
2709,1.0,3.0,7.0,2,1,2.0,4.0,3,1.0,1,2.0,1.0,12.0,1.0,7.0,168.0,0
2710,0.0,3.0,30.0,0,1,2.0,1.0,2,5.0,2,2.0,0.0,17.0,0.0,0.0,111.0,0
2712,0.0,1.0,8.0,0,1,2.0,3.0,2,4.0,1,2.0,0.0,11.0,0.0,2.0,122.0,1
2713,7.0,1.0,28.0,4,1,2.0,4.0,3,1.0,1,2.0,1.0,15.0,3.0,11.0,157.0,0
2714,99.0,3.0,19.0,3,0,2.0,3.0,3,3.0,2,4.0,1.0,11.0,0.0,2.0,199.0,1
2715,20.0,1.0,20.0,0,1,3.0,3.0,3,4.0,1,9.0,0.0,18.0,0.0,7.0,155.0,0
2716,29.0,3.0,17.0,3,0,2.0,4.0,3,5.0,1,5.0,0.0,16.0,0.0,0.0,154.0,1
2717,12.0,1.0,15.0,1,1,2.0,3.0,3,5.0,1,2.0,0.0,25.0,0.0,9.0,152.0,1
2718,11.0,1.0,14.0,1,0,2.0,4.0,3,4.0,1,2.0,1.0,16.0,1.0,7.0,121.0,0
2719,60.0,3.0,27.0,2,0,3.0,3.0,4,1.0,1,5.0,1.0,13.0,0.0,0.0,279.0,1
2720,0.0,1.0,11.0,2,0,2.0,1.0,2,3.0,2,4.0,1.0,14.0,0.0,3.0,124.0,0
2721,99.0,1.0,15.0,2,1,3.0,3.0,2,1.0,1,3.0,0.0,19.0,0.0,3.0,148.0,1
2724,0.0,2.0,28.0,4,0,2.0,4.0,2,4.0,1,2.0,0.0,12.0,1.0,0.0,129.0,0
2726,1.0,1.0,22.0,1,1,2.0,3.0,2,3.0,2,2.0,0.0,14.0,0.0,4.0,121.0,0
2727,4.0,1.0,9.0,1,1,2.0,3.0,2,5.0,1,2.0,1.0,13.0,2.0,3.0,131.0,0
2728,9.0,1.0,15.0,2,1,3.0,1.0,2,4.0,1,2.0,0.0,22.0,1.0,2.0,128.0,0
2729,7.0,3.0,7.0,3,1,2.0,3.0,0,1.0,2,2.0,0.0,21.0,2.0,1.0,199.0,1
2731,0.0,1.0,7.0,1,1,3.0,3.0,2,5.0,2,1.0,0.0,13.0,7.0,6.0,129.0,1
2734,4.0,1.0,7.0,2,1,2.0,5.0,3,5.0,1,2.0,0.0,21.0,6.0,7.0,150.0,0
2735,0.0,1.0,23.0,0,1,2.0,4.0,2,1.0,1,6.0,0.0,12.0,1.0,3.0,124.0,1
2736,11.0,3.0,7.0,2,1,2.0,4.0,2,5.0,2,5.0,0.0,14.0,1.0,0.0,129.0,1
2737,8.0,3.0,13.0,2,0,2.0,3.0,3,1.0,1,2.0,1.0,11.0,1.0,9.0,152.0,1
2738,0.0,3.0,15.0,3,1,2.0,3.0,3,1.0,2,2.0,0.0,14.0,1.0,7.0,141.0,1
2739,99.0,1.0,11.0,2,1,2.0,4.0,3,1.0,2,9.0,0.0,24.0,1.0,0.0,197.0,1
2740,0.0,3.0,32.0,3,1,3.0,3.0,3,1.0,1,2.0,1.0,11.0,0.0,8.0,156.0,0
2741,16.0,3.0,30.0,2,1,3.0,3.0,0,5.0,2,7.0,1.0,13.0,0.0,2.0,204.0,1
2742,27.0,1.0,15.0,2,0,3.0,3.0,3,3.0,1,4.0,0.0,11.0,1.0,3.0,129.0,1
2743,6.0,1.0,13.0,2,1,2.0,3.0,3,3.0,1,2.0,0.0,20.0,0.0,8.0,160.0,0
2745,11.0,2.0,7.0,4,1,2.0,3.0,2,4.0,1,1.0,1.0,11.0,0.0,2.0,130.0,0
2746,28.0,2.0,32.0,4,1,3.0,1.0,1,4.0,1,5.0,1.0,18.0,1.0,4.0,296.0,1
2747,4.0,1.0,8.0,1,0,2.0,5.0,2,1.0,1,2.0,1.0,11.0,0.0,0.0,111.0,1
2748,12.0,3.0,21.0,3,1,3.0,3.0,4,5.0,2,1.0,0.0,12.0,4.0,10.0,233.0,1
2749,15.0,1.0,29.0,2,1,2.0,4.0,3,3.0,2,2.0,0.0,12.0,3.0,7.0,143.0,0
2752,0.0,1.0,7.0,2,1,2.0,4.0,3,3.0,2,2.0,0.0,12.0,1.0,2.0,146.0,1
2755,13.0,3.0,8.0,3,0,3.0,3.0,3,4.0,1,4.0,0.0,14.0,1.0,10.0,157.0,1
2756,0.0,2.0,8.0,4,0,2.0,3.0,2,4.0,1,5.0,0.0,14.0,0.0,2.0,122.0,1
2758,0.0,1.0,8.0,4,1,2.0,3.0,2,3.0,1,7.0,1.0,19.0,0.0,2.0,140.0,1
2759,20.0,1.0,31.0,1,1,2.0,3.0,0,3.0,2,3.0,0.0,23.0,9.0,11.0,186.0,1
2760,6.0,1.0,7.0,1,1,2.0,4.0,2,3.0,1,2.0,0.0,12.0,0.0,0.0,120.0,0
2762,4.0,3.0,8.0,2,1,2.0,3.0,2,3.0,1,1.0,0.0,19.0,0.0,2.0,131.0,1
2763,11.0,1.0,12.0,2,1,3.0,4.0,3,3.0,1,3.0,0.0,11.0,2.0,7.0,153.0,0
2764,15.0,1.0,24.0,2,1,2.0,3.0,3,5.0,1,7.0,1.0,17.0,1.0,2.0,154.0,1
2765,14.0,1.0,7.0,2,1,3.0,3.0,2,1.0,1,4.0,0.0,22.0,0.0,0.0,128.0,1
2766,20.0,1.0,7.0,1,0,3.0,3.0,0,4.0,1,1.0,0.0,18.0,0.0,12.0,220.0,0
2767,8.0,1.0,17.0,1,1,2.0,3.0,2,3.0,1,8.0,1.0,11.0,2.0,2.0,127.0,1
2768,0.0,1.0,7.0,2,1,3.0,3.0,2,3.0,2,1.0,0.0,12.0,1.0,2.0,134.0,1
2769,8.0,1.0,15.0,1,1,2.0,3.0,3,3.0,2,2.0,0.0,19.0,0.0,8.0,151.0,1
2770,6.0,1.0,21.0,1,0,3.0,3.0,3,1.0,1,1.0,1.0,13.0,6.0,1.0,149.0,1
2771,5.0,1.0,35.0,2,0,2.0,4.0,2,4.0,2,2.0,0.0,13.0,0.0,1.0,128.0,1
2772,13.0,1.0,7.0,2,1,2.0,3.0,2,1.0,1,9.0,0.0,19.0,1.0,0.0,124.0,1
2774,12.0,1.0,30.0,2,1,2.0,3.0,3,1.0,2,8.0,0.0,13.0,0.0,7.0,141.0,1
2775,11.0,1.0,16.0,1,0,3.0,5.0,0,3.0,1,4.0,0.0,12.0,0.0,11.0,232.0,1
2776,5.0,3.0,7.0,3,0,2.0,3.0,0,1.0,1,2.0,0.0,19.0,0.0,7.0,204.0,1
2777,10.0,1.0,16.0,2,0,2.0,1.0,0,1.0,1,2.0,1.0,25.0,5.0,8.0,237.0,1
2778,0.0,3.0,14.0,4,0,2.0,3.0,3,3.0,1,1.0,1.0,22.0,0.0,4.0,149.0,1
2780,17.0,1.0,7.0,1,1,2.0,3.0,2,1.0,2,7.0,1.0,12.0,1.0,2.0,124.0,1
2781,0.0,3.0,11.0,1,1,2.0,3.0,2,5.0,2,2.0,1.0,11.0,1.0,2.0,124.0,1
2783,0.0,3.0,15.0,3,1,2.0,3.0,2,5.0,1,2.0,0.0,19.0,1.0,0.0,118.0,0
2784,9.0,3.0,9.0,1,0,3.0,4.0,0,1.0,1,1.0,0.0,19.0,0.0,4.0,176.0,1
2786,29.0,1.0,7.0,2,1,2.0,3.0,3,3.0,1,2.0,0.0,21.0,0.0,9.0,163.0,0
2787,0.0,1.0,7.0,1,1,2.0,3.0,2,1.0,1,10.0,1.0,14.0,2.0,2.0,148.0,1
2788,15.0,1.0,8.0,2,1,2.0,3.0,1,3.0,1,6.0,0.0,11.0,0.0,14.0,289.0,1
2789,19.0,1.0,13.0,0,1,3.0,3.0,2,3.0,1,9.0,0.0,11.0,6.0,8.0,123.0,1
2790,14.0,1.0,34.0,2,0,2.0,4.0,4,4.0,1,1.0,0.0,23.0,1.0,10.0,236.0,1
2791,7.0,3.0,34.0,3,0,3.0,4.0,3,3.0,1,2.0,0.0,21.0,1.0,7.0,167.0,1
2792,9.0,3.0,21.0,3,1,2.0,5.0,3,1.0,1,2.0,0.0,24.0,5.0,11.0,154.0,0
2793,14.0,3.0,9.0,2,1,2.0,4.0,3,4.0,1,3.0,0.0,11.0,1.0,4.0,189.0,1
2794,5.0,1.0,8.0,0,1,3.0,3.0,2,5.0,2,2.0,0.0,14.0,0.0,2.0,124.0,1
2795,8.0,2.0,32.0,2,0,2.0,3.0,0,1.0,2,2.0,1.0,16.0,1.0,7.0,188.0,1
2796,11.0,3.0,16.0,2,0,3.0,3.0,3,1.0,1,2.0,0.0,11.0,0.0,9.0,153.0,1
2797,13.0,3.0,7.0,2,1,3.0,3.0,3,3.0,1,8.0,0.0,12.0,1.0,1.0,167.0,0
2798,9.0,3.0,17.0,3,0,3.0,4.0,3,1.0,1,5.0,0.0,13.0,1.0,0.0,167.0,1
2799,18.0,3.0,26.0,2,0,2.0,3.0,3,3.0,2,9.0,0.0,15.0,0.0,1.0,149.0,1
2800,13.0,1.0,8.0,2,1,0.0,4.0,2,3.0,2,3.0,0.0,14.0,0.0,2.0,128.0,1
2802,13.0,1.0,8.0,1,0,3.0,3.0,2,3.0,1,3.0,0.0,14.0,0.0,2.0,120.0,1
2803,8.0,1.0,7.0,2,0,3.0,5.0,2,1.0,1,2.0,0.0,12.0,1.0,1.0,130.0,1
2804,2.0,1.0,19.0,4,1,2.0,4.0,3,4.0,1,5.0,1.0,13.0,0.0,3.0,140.0,1
2805,2.0,1.0,34.0,1,0,3.0,4.0,2,5.0,2,2.0,0.0,14.0,0.0,4.0,138.0,1
2806,13.0,3.0,34.0,3,1,2.0,4.0,0,5.0,1,5.0,1.0,13.0,2.0,0.0,209.0,1
2808,4.0,1.0,11.0,1,1,3.0,3.0,3,5.0,2,1.0,0.0,19.0,1.0,7.0,199.0,0
2809,0.0,3.0,11.0,4,0,1.0,4.0,2,3.0,2,1.0,0.0,18.0,1.0,0.0,130.0,1
2810,9.0,1.0,29.0,1,1,2.0,1.0,3,1.0,1,5.0,0.0,17.0,0.0,3.0,126.0,0
2812,0.0,1.0,10.0,2,1,2.0,1.0,3,4.0,1,2.0,1.0,20.0,0.0,3.0,161.0,1
2813,22.0,3.0,8.0,1,1,3.0,4.0,3,4.0,1,3.0,0.0,14.0,1.0,8.0,154.0,0
2815,5.0,3.0,7.0,2,0,4.0,4.0,3,2.0,2,10.0,1.0,12.0,2.0,6.0,185.0,1
2816,1.0,1.0,9.0,4,1,4.0,5.0,2,3.0,2,118.0,1.0,16.0,1.0,1.0,146.0,1
2817,1.0,1.0,31.0,2,1,3.0,5.0,2,3.0,2,7.0,1.0,15.0,1.0,4.0,145.0,1
2818,1.0,3.0,16.0,2,1,3.0,5.0,3,5.0,2,9.0,0.0,24.0,1.0,4.0,159.0,1
2820,1.0,1.0,23.0,2,0,4.0,6.0,2,5.0,2,3.0,1.0,23.0,5.0,8.0,164.0,0
2823,14.0,3.0,10.0,3,1,3.0,5.0,2,3.0,0,3.0,1.0,15.0,1.0,3.0,152.0,1
2824,1.0,1.0,32.0,2,1,3.0,6.0,2,3.0,2,3.0,0.0,13.0,2.0,2.0,148.0,1
2825,5.0,1.0,19.0,0,0,3.0,4.0,1,3.0,0,3.0,0.0,13.0,10.0,9.0,320.0,1
2826,12.0,1.0,7.0,2,1,4.0,5.0,0,3.0,2,116.0,1.0,14.0,1.0,1.0,179.0,1
2828,1.0,1.0,16.0,1,1,4.0,5.0,2,3.0,0,2.0,1.0,18.0,1.0,1.0,159.0,1
2829,10.0,3.0,16.0,1,1,4.0,5.0,0,2.0,2,3.0,0.0,17.0,1.0,8.0,221.0,1
2830,1.0,2.0,13.0,4,1,4.0,4.0,2,5.0,1,6.0,1.0,23.0,2.0,3.0,146.0,1
2831,1.0,1.0,13.0,2,0,4.0,5.0,2,2.0,2,3.0,1.0,19.0,2.0,1.0,154.0,0
2832,1.0,3.0,12.0,3,1,3.0,5.0,3,3.0,2,3.0,1.0,12.0,2.0,4.0,182.0,1
2833,1.0,1.0,14.0,2,1,4.0,6.0,3,3.0,2,3.0,1.0,25.0,2.0,7.0,186.0,0
2834,20.0,1.0,21.0,2,0,4.0,4.0,2,4.0,0,124.0,1.0,19.0,2.0,4.0,175.0,1
2835,1.0,3.0,13.0,2,1,4.0,6.0,3,3.0,0,6.0,1.0,19.0,7.0,8.0,187.0,1
2836,21.0,1.0,30.0,1,0,4.0,4.0,0,2.0,0,3.0,0.0,13.0,12.0,7.0,228.0,1
2837,1.0,3.0,29.0,3,1,3.0,4.0,2,3.0,2,3.0,1.0,20.0,1.0,1.0,142.0,1
2838,1.0,3.0,27.0,2,0,4.0,6.0,3,3.0,0,5.0,1.0,12.0,2.0,3.0,171.0,1
2843,19.0,1.0,16.0,2,1,3.0,4.0,3,4.0,1,10.0,0.0,19.0,2.0,16.0,148.0,1
2847,31.0,1.0,16.0,1,0,4.0,5.0,2,4.0,0,6.0,1.0,21.0,2.0,1.0,158.0,1
2849,8.0,3.0,9.0,3,0,4.0,4.0,2,3.0,0,8.0,0.0,19.0,2.0,3.0,147.0,0
2850,1.0,1.0,26.0,1,1,4.0,4.0,2,2.0,0,3.0,0.0,25.0,1.0,3.0,148.0,1
2851,1.0,1.0,16.0,1,1,3.0,4.0,2,4.0,1,8.0,0.0,19.0,1.0,3.0,145.0,0
2852,2.0,1.0,28.0,1,1,3.0,4.0,2,2.0,0,3.0,0.0,12.0,1.0,3.0,152.0,1
2853,31.0,1.0,31.0,2,1,3.0,3.0,0,2.0,1,5.0,1.0,17.0,2.0,5.0,219.0,1
2854,1.0,1.0,10.0,1,1,4.0,5.0,2,3.0,1,3.0,1.0,16.0,1.0,2.0,151.0,0
2855,24.0,1.0,18.0,2,0,3.0,4.0,1,4.0,2,5.0,0.0,16.0,3.0,5.0,324.0,1
2856,15.0,1.0,21.0,2,1,3.0,4.0,2,3.0,1,6.0,0.0,13.0,2.0,9.0,150.0,1
2857,4.0,3.0,12.0,2,0,3.0,4.0,0,2.0,0,4.0,0.0,13.0,3.0,5.0,219.0,1
2860,1.0,1.0,24.0,0,1,3.0,4.0,2,4.0,0,2.0,1.0,17.0,2.0,2.0,156.0,1
2861,1.0,3.0,7.0,0,0,4.0,6.0,2,5.0,2,2.0,0.0,22.0,2.0,1.0,148.0,0
2862,10.0,1.0,10.0,1,1,2.0,4.0,2,4.0,2,6.0,0.0,13.0,5.0,3.0,146.0,0
2863,4.0,1.0,16.0,1,1,4.0,4.0,3,5.0,1,3.0,0.0,12.0,1.0,11.0,156.0,0
2865,30.0,1.0,15.0,2,0,4.0,4.0,2,5.0,1,6.0,1.0,19.0,2.0,3.0,168.0,1
2866,7.0,1.0,9.0,2,1,3.0,4.0,2,2.0,2,2.0,0.0,15.0,1.0,3.0,150.0,1
2867,1.0,1.0,9.0,2,1,3.0,5.0,2,2.0,2,3.0,0.0,23.0,1.0,1.0,136.0,1
2872,5.0,3.0,27.0,3,0,4.0,4.0,2,4.0,2,3.0,1.0,23.0,1.0,3.0,156.0,1
2873,24.0,1.0,7.0,1,1,3.0,5.0,2,3.0,0,4.0,0.0,16.0,1.0,3.0,162.0,1
2874,27.0,1.0,20.0,1,0,3.0,3.0,3,5.0,1,3.0,0.0,12.0,2.0,4.0,170.0,1
2875,7.0,1.0,21.0,1,0,4.0,4.0,2,4.0,0,3.0,0.0,14.0,1.0,7.0,153.0,1
2876,14.0,1.0,11.0,1,0,3.0,4.0,1,3.0,0,3.0,0.0,15.0,1.0,10.0,315.0,1
2879,25.0,1.0,10.0,1,0,4.0,4.0,4,4.0,2,5.0,0.0,19.0,1.0,1.0,262.0,1
2880,26.0,1.0,7.0,2,1,4.0,5.0,1,3.0,0,2.0,0.0,15.0,2.0,10.0,325.0,1
2882,1.0,1.0,30.0,2,1,3.0,5.0,3,3.0,0,5.0,1.0,14.0,2.0,2.0,184.0,1
2884,19.0,1.0,9.0,1,1,4.0,5.0,4,2.0,0,11.0,0.0,24.0,10.0,9.0,293.0,0
2886,9.0,1.0,9.0,1,0,3.0,4.0,3,4.0,2,7.0,0.0,12.0,2.0,3.0,169.0,0
2887,16.0,1.0,28.0,1,0,3.0,4.0,3,3.0,1,4.0,0.0,17.0,1.0,3.0,178.0,0
2888,12.0,1.0,9.0,2,1,3.0,4.0,3,3.0,0,11.0,0.0,15.0,1.0,1.0,191.0,1
2889,12.0,1.0,36.0,0,1,3.0,4.0,3,2.0,0,5.0,0.0,19.0,1.0,8.0,188.0,1
2891,23.0,1.0,25.0,2,1,4.0,4.0,3,2.0,1,3.0,1.0,16.0,1.0,8.0,193.0,0
2894,2.0,1.0,36.0,1,1,4.0,4.0,3,5.0,0,9.0,1.0,20.0,1.0,1.0,192.0,1
2895,1.0,3.0,34.0,3,0,3.0,4.0,0,2.0,0,3.0,0.0,23.0,2.0,10.0,201.0,1
2897,10.0,1.0,25.0,1,0,4.0,4.0,2,2.0,2,3.0,0.0,14.0,2.0,8.0,147.0,0
2898,14.0,1.0,16.0,2,1,4.0,5.0,3,2.0,0,11.0,0.0,15.0,2.0,3.0,174.0,0
2900,1.0,3.0,11.0,1,1,3.0,6.0,0,2.0,0,3.0,0.0,12.0,8.0,9.0,229.0,1
2902,1.0,3.0,27.0,2,0,3.0,4.0,3,3.0,2,3.0,0.0,15.0,2.0,8.0,225.0,0
2903,25.0,1.0,15.0,2,1,3.0,5.0,0,4.0,0,7.0,0.0,17.0,2.0,8.0,250.0,1
2904,1.0,1.0,10.0,0,0,3.0,4.0,2,5.0,2,7.0,1.0,12.0,2.0,5.0,152.0,1
2905,15.0,3.0,13.0,2,0,4.0,4.0,0,2.0,2,5.0,1.0,19.0,1.0,1.0,261.0,1
2908,19.0,3.0,13.0,1,0,3.0,5.0,0,2.0,2,8.0,0.0,13.0,13.0,9.0,214.0,0
2910,10.0,1.0,12.0,2,1,4.0,4.0,3,4.0,2,10.0,0.0,17.0,1.0,8.0,184.0,1
2911,7.0,1.0,11.0,1,0,3.0,5.0,2,4.0,0,8.0,0.0,22.0,1.0,2.0,151.0,1
2913,12.0,3.0,10.0,2,1,4.0,4.0,0,3.0,1,2.0,0.0,13.0,2.0,14.0,231.0,1
2914,5.0,1.0,7.0,1,1,3.0,6.0,3,3.0,0,2.0,0.0,13.0,2.0,5.0,168.0,0
2915,31.0,1.0,10.0,2,1,4.0,5.0,2,2.0,0,5.0,0.0,18.0,1.0,1.0,147.0,1
2916,11.0,3.0,11.0,3,1,3.0,4.0,2,2.0,1,6.0,0.0,18.0,2.0,9.0,25.0,0
2917,3.0,3.0,7.0,1,0,3.0,4.0,0,2.0,0,3.0,0.0,15.0,5.0,2.0,204.0,0
2919,1.0,1.0,25.0,1,1,3.0,5.0,2,2.0,2,3.0,1.0,14.0,1.0,2.0,149.0,1
2920,26.0,1.0,9.0,2,0,3.0,5.0,2,2.0,2,9.0,0.0,16.0,1.0,3.0,157.0,1
2921,16.0,1.0,11.0,0,1,3.0,4.0,1,2.0,0,3.0,0.0,12.0,1.0,16.0,317.0,1
2922,31.0,2.0,13.0,1,1,3.0,4.0,2,3.0,0,10.0,0.0,18.0,3.0,3.0,148.0,1
2923,24.0,3.0,7.0,1,0,4.0,4.0,1,2.0,1,5.0,0.0,12.0,2.0,7.0,320.0,1
2924,1.0,1.0,21.0,1,1,3.0,4.0,2,2.0,0,7.0,1.0,14.0,1.0,5.0,149.0,1
2925,17.0,3.0,23.0,3,0,4.0,4.0,4,2.0,0,7.0,1.0,23.0,1.0,10.0,286.0,1
2926,1.0,1.0,9.0,2,0,3.0,4.0,2,5.0,0,9.0,0.0,21.0,2.0,8.0,152.0,1
2927,26.0,3.0,9.0,2,1,4.0,5.0,1,3.0,2,3.0,1.0,19.0,8.0,13.0,316.0,0
2928,6.0,3.0,11.0,2,0,3.0,4.0,2,4.0,0,4.0,0.0,12.0,2.0,3.0,164.0,1
2929,1.0,1.0,7.0,2,1,4.0,5.0,2,3.0,2,2.0,1.0,15.0,2.0,3.0,162.0,1
2930,13.0,1.0,7.0,1,0,4.0,4.0,2,3.0,1,9.0,0.0,15.0,1.0,3.0,147.0,1
2931,6.0,3.0,33.0,3,1,4.0,4.0,3,2.0,0,2.0,0.0,19.0,2.0,3.0,170.0,0
2932,15.0,1.0,26.0,2,1,3.0,4.0,3,5.0,1,4.0,0.0,17.0,2.0,1.0,156.0,1
2933,14.0,1.0,31.0,0,0,4.0,4.0,3,2.0,1,3.0,0.0,18.0,3.0,8.0,1931.0,1
2934,19.0,1.0,7.0,4,1,4.0,3.0,1,2.0,0,2.0,0.0,12.0,2.0,8.0,317.0,1
2935,5.0,1.0,10.0,1,1,4.0,4.0,0,3.0,1,11.0,0.0,13.0,2.0,3.0,262.0,0
2936,7.0,1.0,12.0,2,0,4.0,5.0,2,2.0,0,3.0,0.0,14.0,1.0,3.0,154.0,1
2937,8.0,1.0,9.0,2,1,3.0,5.0,3,5.0,0,8.0,0.0,14.0,1.0,10.0,185.0,1
2939,19.0,1.0,14.0,2,1,4.0,3.0,3,3.0,0,6.0,0.0,18.0,1.0,3.0,189.0,0
2940,1.0,1.0,17.0,1,1,4.0,4.0,0,3.0,1,8.0,0.0,12.0,2.0,1.0,225.0,0
2942,3.0,1.0,22.0,2,1,3.0,4.0,2,2.0,2,3.0,0.0,20.0,1.0,6.0,148.0,1
2944,3.0,3.0,27.0,3,1,3.0,4.0,3,2.0,1,4.0,0.0,15.0,2.0,3.0,194.0,1
2945,1.0,1.0,7.0,2,0,4.0,4.0,3,3.0,0,2.0,0.0,13.0,2.0,3.0,174.0,1
2946,16.0,1.0,9.0,1,0,3.0,5.0,2,5.0,1,2.0,1.0,12.0,5.0,9.0,151.0,1
2947,14.0,1.0,9.0,1,1,3.0,4.0,1,3.0,1,2.0,0.0,20.0,1.0,10.0,319.0,1
2949,1.0,1.0,36.0,1,1,4.0,5.0,2,4.0,2,2.0,0.0,12.0,2.0,5.0,160.0,0
2950,6.0,1.0,14.0,2,1,4.0,3.0,2,4.0,0,3.0,0.0,21.0,1.0,4.0,153.0,0
2951,12.0,3.0,9.0,2,1,3.0,5.0,3,2.0,0,5.0,0.0,19.0,7.0,6.0,177.0,0
2952,6.0,1.0,9.0,0,1,3.0,5.0,3,5.0,2,6.0,0.0,14.0,1.0,5.0,147.0,1
2953,20.0,3.0,9.0,0,0,4.0,6.0,4,4.0,0,5.0,1.0,13.0,7.0,8.0,294.0,1
2955,3.0,3.0,9.0,1,1,4.0,5.0,3,4.0,0,4.0,0.0,20.0,1.0,1.0,191.0,1
2956,5.0,1.0,30.0,1,1,4.0,5.0,3,2.0,0,2.0,0.0,22.0,2.0,9.0,181.0,1
2957,1.0,1.0,12.0,2,1,3.0,3.0,3,5.0,1,3.0,0.0,13.0,2.0,6.0,165.0,0
2958,19.0,1.0,27.0,1,1,4.0,4.0,4,2.0,0,2.0,1.0,15.0,1.0,11.0,260.0,1
2959,10.0,1.0,13.0,2,1,3.0,4.0,2,2.0,0,2.0,0.0,12.0,5.0,12.0,157.0,1
2960,29.0,1.0,7.0,1,1,3.0,4.0,1,5.0,2,2.0,1.0,15.0,5.0,14.0,315.0,1
2962,2.0,1.0,16.0,1,1,4.0,4.0,2,2.0,0,3.0,0.0,24.0,2.0,5.0,146.0,1
2963,11.0,3.0,13.0,1,1,4.0,4.0,3,2.0,0,6.0,0.0,15.0,1.0,2.0,190.0,1
2966,3.0,1.0,29.0,2,0,4.0,3.0,0,4.0,1,9.0,0.0,19.0,6.0,3.0,245.0,1
2967,12.0,3.0,14.0,1,0,3.0,3.0,3,5.0,1,3.0,1.0,25.0,1.0,8.0,181.0,1
2969,24.0,1.0,11.0,2,1,4.0,4.0,1,4.0,1,5.0,0.0,15.0,2.0,7.0,316.0,1
2970,27.0,1.0,10.0,1,1,3.0,4.0,4,3.0,0,5.0,1.0,17.0,1.0,4.0,301.0,1
2971,16.0,3.0,7.0,2,1,3.0,4.0,3,3.0,0,3.0,0.0,26.0,5.0,7.0,174.0,1
2972,3.0,3.0,9.0,2,1,3.0,4.0,3,2.0,2,3.0,0.0,19.0,1.0,10.0,171.0,0
2973,29.0,1.0,27.0,0,1,3.0,4.0,3,2.0,0,5.0,1.0,20.0,2.0,9.0,179.0,1
2974,1.0,1.0,18.0,1,1,3.0,4.0,3,5.0,0,3.0,1.0,14.0,3.0,4.0,172.0,0
2977,12.0,1.0,30.0,2,1,3.0,4.0,3,2.0,1,11.0,0.0,15.0,1.0,3.0,182.0,1
2979,2.0,1.0,15.0,2,0,4.0,4.0,2,2.0,2,3.0,0.0,22.0,1.0,3.0,158.0,1
2980,23.0,1.0,17.0,2,0,3.0,4.0,1,5.0,2,11.0,1.0,12.0,1.0,3.0,312.0,0
2981,10.0,1.0,10.0,0,1,2.0,4.0,3,4.0,2,6.0,0.0,13.0,7.0,8.0,170.0,1
2982,5.0,3.0,12.0,3,0,3.0,4.0,2,4.0,1,3.0,0.0,12.0,1.0,3.0,153.0,0
2983,1.0,3.0,11.0,3,1,3.0,5.0,3,2.0,2,3.0,1.0,13.0,8.0,5.0,183.0,1
2984,11.0,1.0,16.0,1,1,3.0,4.0,2,2.0,0,3.0,1.0,13.0,1.0,3.0,148.0,0
2985,16.0,3.0,33.0,3,0,4.0,4.0,4,4.0,0,7.0,0.0,15.0,3.0,9.0,260.0,0
2986,1.0,1.0,10.0,2,0,3.0,4.0,2,3.0,2,3.0,0.0,14.0,1.0,1.0,1907.0,1
2987,9.0,3.0,23.0,3,1,4.0,4.0,0,4.0,0,2.0,0.0,16.0,4.0,10.0,205.0,1
2989,25.0,1.0,9.0,1,1,3.0,6.0,3,4.0,1,7.0,0.0,19.0,1.0,3.0,180.0,1
2990,15.0,3.0,9.0,2,1,3.0,4.0,4,4.0,2,3.0,0.0,20.0,2.0,5.0,285.0,1
2991,1.0,3.0,17.0,1,0,4.0,5.0,2,3.0,2,3.0,0.0,13.0,2.0,1.0,137.0,1
2993,5.0,3.0,14.0,0,1,4.0,3.0,3,2.0,0,6.0,0.0,12.0,4.0,8.0,194.0,1
2994,13.0,1.0,7.0,1,1,3.0,3.0,0,2.0,1,2.0,0.0,18.0,4.0,8.0,221.0,1
2995,10.0,1.0,31.0,2,0,3.0,4.0,3,4.0,0,9.0,0.0,16.0,1.0,9.0,182.0,0
